condition,task_id,rollout_idx,role,mean,median,std,min,max,n_tokens
wildchat_8turn,wildchat_454,1,assistant,0.6819315552711487,0.5747554898262024,2.1804592609405518,-6.031423568725586,9.830833435058594,4097
wildchat_8turn,wildchat_454,2,user,-0.7500576376914978,-0.5329044461250305,2.114651918411255,-5.10139274597168,3.990647792816162,86
wildchat_8turn,wildchat_454,2,assistant,1.100028157234192,1.0790950059890747,2.129136085510254,-6.355581760406494,7.855175495147705,4090
wildchat_8turn,wildchat_454,3,user,-0.6552578806877136,-0.3079248368740082,2.1588473320007324,-6.510685443878174,3.7281785011291504,92
wildchat_8turn,wildchat_454,3,assistant,0.735058069229126,0.6938487887382507,2.0813822746276855,-7.29388952255249,9.83103084564209,4097
tones_aggressive_8turn,imp_countdown_156,0,user,-1.8792448043823242,-1.5999400615692139,2.70088791847229,-9.605266571044922,4.959415912628174,169
tones_aggressive_8turn,imp_countdown_156,0,assistant,-1.2481142282485962,-1.2021610736846924,2.226550579071045,-7.71580171585083,8.348209381103516,4086
tones_aggressive_8turn,imp_countdown_156,1,user,-1.498528242111206,-1.1523668766021729,2.5009188652038574,-7.457350254058838,4.992156028747559,151
tones_aggressive_8turn,imp_countdown_156,1,assistant,-1.4235224723815918,-1.3483177423477173,2.1562042236328125,-9.242698669433594,6.448329448699951,3384
tones_aggressive_8turn,imp_countdown_156,2,user,-1.8484278917312622,-1.5143132209777832,2.8100295066833496,-10.750738143920898,4.959415912628174,169
tones_aggressive_8turn,imp_countdown_156,2,assistant,-1.2812974452972412,-1.1965831518173218,2.241621971130371,-9.93323040008545,6.680165767669678,3702
tones_aggressive_8turn,imp_countdown_156,3,user,-1.7433748245239258,-1.3660712242126465,2.7066237926483154,-10.809324264526367,4.992156028747559,157
tones_aggressive_8turn,imp_countdown_156,3,assistant,-0.9196253418922424,-0.8061589002609253,2.284278392791748,-9.45565414428711,7.1424078941345215,3382
tones_aggressive_8turn,imp_fraction_1_6_to_2_3,0,user,-1.3771814107894897,-1.1877747774124146,2.902496099472046,-8.241039276123047,6.150301456451416,158
tones_aggressive_8turn,imp_fraction_1_6_to_2_3,0,assistant,-0.16625994443893433,-0.023086369037628174,2.3194401264190674,-8.06808853149414,8.429268836975098,4096
tones_aggressive_8turn,imp_fraction_1_6_to_2_3,1,user,-1.0148330926895142,-0.8372849225997925,2.678870439529419,-9.17546558380127,6.160271644592285,146
tones_aggressive_8turn,imp_fraction_1_6_to_2_3,1,assistant,0.013434278778731823,0.10958346724510193,2.2259232997894287,-7.27163553237915,8.199202537536621,3409
tones_aggressive_8turn,imp_fraction_1_6_to_2_3,2,user,-1.2455370426177979,-1.1335986852645874,2.7450857162475586,-8.434769630432129,6.160271644592285,152
tones_aggressive_8turn,imp_fraction_1_6_to_2_3,2,assistant,-0.01286673080176115,0.09892505407333374,2.197585344314575,-8.782429695129395,7.374999046325684,3465
tones_aggressive_8turn,imp_fraction_1_6_to_2_3,3,user,-1.2766915559768677,-1.1421117782592773,2.8098721504211426,-8.60045051574707,6.150301456451416,152
tones_aggressive_8turn,imp_fraction_1_6_to_2_3,3,assistant,-0.07993417233228683,0.07939821481704712,2.278122663497925,-8.616887092590332,6.911379337310791,2965
tones_aggressive_8turn,imp_money_57_six_coins,0,user,-0.9322472214698792,-0.7440482974052429,2.5338735580444336,-7.66806173324585,5.919655799865723,155
tones_aggressive_8turn,imp_money_57_six_coins,0,assistant,-0.07010110467672348,0.0031388401985168457,2.3293046951293945,-8.773702621459961,9.887529373168945,2285
tones_aggressive_8turn,imp_money_57_six_coins,1,user,-1.094614028930664,-0.7997763752937317,2.6835219860076904,-8.717914581298828,5.931969165802002,149
tones_aggressive_8turn,imp_money_57_six_coins,1,assistant,-0.05060003325343132,0.06518828868865967,2.366399049758911,-8.059015274047852,9.221731185913086,3265
tones_aggressive_8turn,imp_money_57_six_coins,2,user,-1.3336846828460693,-1.125023365020752,2.7699155807495117,-8.356973648071289,5.919657230377197,161
tones_aggressive_8turn,imp_money_57_six_coins,2,assistant,0.3750198483467102,0.44374364614486694,2.195765972137451,-6.267674446105957,8.60806655883789,3776
tones_aggressive_8turn,imp_money_57_six_coins,3,user,-1.1163419485092163,-0.8859708905220032,2.7435011863708496,-10.06075382232666,5.919657230377197,149
tones_aggressive_8turn,imp_money_57_six_coins,3,assistant,0.273296594619751,0.39150381088256836,2.243557929992676,-8.90633487701416,8.156631469726562,3334
tones_aggressive_8turn,imp_money_16_to_57_three_ops,0,user,-1.3640283346176147,-1.3227500915527344,2.9376866817474365,-8.374160766601562,6.526162147521973,155
tones_aggressive_8turn,imp_money_16_to_57_three_ops,0,assistant,-0.06189359724521637,0.06146615743637085,2.265223264694214,-7.51472806930542,7.704206466674805,3261
tones_aggressive_8turn,imp_money_16_to_57_three_ops,1,user,-1.3609358072280884,-1.2179067134857178,3.0339972972869873,-9.498112678527832,6.467000961303711,155
tones_aggressive_8turn,imp_money_16_to_57_three_ops,1,assistant,-0.21637658774852753,-0.07262063026428223,2.2390196323394775,-7.968790531158447,5.966700077056885,3790
tones_aggressive_8turn,imp_money_16_to_57_three_ops,2,user,-1.3101983070373535,-1.2111411094665527,3.0823724269866943,-9.797489166259766,6.933640003204346,155
tones_aggressive_8turn,imp_money_16_to_57_three_ops,2,assistant,-0.290351927280426,-0.2199082374572754,2.1206743717193604,-7.500272274017334,9.586345672607422,4042
tones_aggressive_8turn,imp_money_16_to_57_three_ops,3,user,-1.3736215829849243,-1.1323411464691162,3.066397190093994,-10.314440727233887,6.467000961303711,155
tones_aggressive_8turn,imp_money_16_to_57_three_ops,3,assistant,-0.04253247007727623,0.00487866997718811,2.1829371452331543,-8.891473770141602,7.815793514251709,3706
tones_aggressive_8turn,imp_dice_quadruple_sum17_prod120,0,user,-0.8123286962509155,-0.6258257031440735,2.9149649143218994,-8.5766019821167,5.854428768157959,168
tones_aggressive_8turn,imp_dice_quadruple_sum17_prod120,0,assistant,-0.17626604437828064,-0.11403137445449829,2.302976608276367,-8.837949752807617,7.4211554527282715,3883
tones_aggressive_8turn,imp_dice_quadruple_sum17_prod120,1,user,-1.0278087854385376,-0.8195158839225769,3.0297749042510986,-9.02218246459961,5.854428768157959,180
tones_aggressive_8turn,imp_dice_quadruple_sum17_prod120,1,assistant,-0.3335418105125427,-0.3231385350227356,2.1433022022247314,-9.030396461486816,7.325004577636719,4096
tones_aggressive_8turn,imp_dice_quadruple_sum17_prod120,2,user,-0.8282971978187561,-0.7094565033912659,2.897732734680176,-10.090282440185547,5.854428768157959,168
tones_aggressive_8turn,imp_dice_quadruple_sum17_prod120,2,assistant,-0.06355258077383041,-0.020439445972442627,2.2048258781433105,-8.222042083740234,9.132704734802246,4093
tones_aggressive_8turn,imp_dice_quadruple_sum17_prod120,3,user,-0.7225374579429626,-0.7094565033912659,2.800640344619751,-7.912437915802002,5.854428768157959,162
tones_aggressive_8turn,imp_dice_quadruple_sum17_prod120,3,assistant,-0.1232510656118393,-0.0626334547996521,2.2773854732513428,-7.995007038116455,7.180231094360352,2947
tones_disappointed_8turn,imp_countdown_156,0,user,-1.3758240938186646,-1.2374762296676636,2.2053375244140625,-7.827983379364014,4.939736366271973,174
tones_disappointed_8turn,imp_countdown_156,0,assistant,-1.2630425691604614,-1.2049994468688965,2.335080862045288,-10.116058349609375,7.867591857910156,1752
tones_disappointed_8turn,imp_countdown_156,1,user,-1.5472007989883423,-1.5016579627990723,2.2946085929870605,-7.4864821434021,4.992156028747559,167
tones_disappointed_8turn,imp_countdown_156,1,assistant,-1.166883111000061,-1.046062707901001,2.1589910984039307,-8.08647632598877,6.567724227905273,3599
tones_disappointed_8turn,imp_countdown_156,2,user,-1.239866018295288,-1.1939761638641357,2.264340400695801,-8.127866744995117,4.95941686630249,167
tones_disappointed_8turn,imp_countdown_156,2,assistant,-1.4978625774383545,-1.4437302350997925,2.232975482940674,-10.125528335571289,8.139451026916504,2398
tones_disappointed_8turn,imp_countdown_156,3,user,-1.453407883644104,-1.355114221572876,2.367673397064209,-8.542783737182617,4.959415912628174,181
tones_disappointed_8turn,imp_countdown_156,3,assistant,-1.3765875101089478,-1.3004443645477295,2.180166006088257,-10.05933952331543,6.41533899307251,2945
tones_disappointed_8turn,imp_fraction_1_6_to_2_3,0,user,-0.7089906334877014,-0.8207969069480896,2.209299087524414,-5.777639389038086,6.123766899108887,155
tones_disappointed_8turn,imp_fraction_1_6_to_2_3,0,assistant,-0.33692577481269836,-0.37146395444869995,2.3352911472320557,-7.1970319747924805,7.938135623931885,1753
tones_disappointed_8turn,imp_fraction_1_6_to_2_3,1,user,-1.01035737991333,-0.9565068483352661,2.351194381713867,-5.78632116317749,6.150301933288574,162
tones_disappointed_8turn,imp_fraction_1_6_to_2_3,1,assistant,-0.28934037685394287,-0.20157289505004883,2.166969060897827,-6.99294900894165,6.757355690002441,2552
tones_disappointed_8turn,imp_fraction_1_6_to_2_3,2,user,-0.6997933983802795,-0.6202998757362366,2.344871759414673,-6.669837474822998,6.150301456451416,169
tones_disappointed_8turn,imp_fraction_1_6_to_2_3,2,assistant,-0.6357417702674866,-0.548184335231781,2.241182565689087,-8.794352531433105,7.544773101806641,2777
tones_disappointed_8turn,imp_fraction_1_6_to_2_3,3,user,-1.1690047979354858,-1.132779598236084,2.531360387802124,-7.242634296417236,6.150301456451416,176
tones_disappointed_8turn,imp_fraction_1_6_to_2_3,3,assistant,-0.35780075192451477,-0.28260600566864014,2.1381919384002686,-8.384368896484375,6.479872226715088,3130
tones_disappointed_8turn,imp_money_57_six_coins,0,user,-0.7990384101867676,-0.7440482974052429,2.1927988529205322,-5.858034610748291,5.919655799865723,159
tones_disappointed_8turn,imp_money_57_six_coins,0,assistant,0.13244414329528809,0.22762927412986755,2.2900493144989014,-7.702600002288818,8.428874015808105,2446
tones_disappointed_8turn,imp_money_57_six_coins,1,user,-1.1676584482192993,-1.2233823537826538,2.3243348598480225,-5.707635402679443,5.919657230377197,166
tones_disappointed_8turn,imp_money_57_six_coins,1,assistant,0.2971973419189453,0.3410133123397827,2.300692319869995,-7.045312881469727,8.54517650604248,3693
tones_disappointed_8turn,imp_money_57_six_coins,2,user,-0.8929979205131531,-0.7095248699188232,2.2790045738220215,-5.669264316558838,5.919655799865723,166
tones_disappointed_8turn,imp_money_57_six_coins,2,assistant,-0.3826616406440735,-0.32013610005378723,2.2524898052215576,-8.914312362670898,7.392684459686279,2254
tones_disappointed_8turn,imp_money_57_six_coins,3,user,-0.7342993021011353,-0.7064396739006042,2.2093303203582764,-5.762412071228027,5.919655799865723,159
tones_disappointed_8turn,imp_money_57_six_coins,3,assistant,-0.12563660740852356,-0.06488966941833496,2.2569713592529297,-7.741523265838623,8.764463424682617,2141
tones_disappointed_8turn,imp_money_16_to_57_three_ops,0,user,-0.5928674340248108,-0.5417286157608032,2.4002063274383545,-7.390270709991455,6.467001438140869,132
tones_disappointed_8turn,imp_money_16_to_57_three_ops,0,assistant,-0.6217856407165527,-0.64167720079422,2.2617616653442383,-7.569309711456299,8.192026138305664,2196
tones_disappointed_8turn,imp_money_16_to_57_three_ops,1,user,-0.9320011138916016,-1.122804045677185,2.4005978107452393,-6.217658996582031,6.467001438140869,160
tones_disappointed_8turn,imp_money_16_to_57_three_ops,1,assistant,-0.39042460918426514,-0.32293257117271423,2.2415480613708496,-7.478918552398682,6.353514194488525,2734
tones_disappointed_8turn,imp_money_16_to_57_three_ops,2,user,-0.9928166270256042,-1.1323411464691162,2.4754068851470947,-7.456241130828857,6.467000961303711,153
tones_disappointed_8turn,imp_money_16_to_57_three_ops,2,assistant,-0.4562104046344757,-0.4042319655418396,2.183948516845703,-8.522027969360352,7.744113445281982,2667
tones_disappointed_8turn,imp_money_16_to_57_three_ops,3,user,-0.8011219501495361,-0.6937780976295471,2.3934826850891113,-6.448645114898682,6.467001438140869,146
tones_disappointed_8turn,imp_money_16_to_57_three_ops,3,assistant,-0.42963576316833496,-0.40553534030914307,2.253725528717041,-7.230682373046875,7.7043681144714355,2198
tones_disappointed_8turn,imp_dice_quadruple_sum17_prod120,0,user,-0.9163639545440674,-0.9455878138542175,2.5784082412719727,-6.479459762573242,5.854428768157959,185
tones_disappointed_8turn,imp_dice_quadruple_sum17_prod120,0,assistant,-0.31894156336784363,-0.22489610314369202,2.141099452972412,-6.942750930786133,7.6108927726745605,2736
tones_disappointed_8turn,imp_dice_quadruple_sum17_prod120,1,user,-0.7112810015678406,-0.7392974495887756,2.5518102645874023,-6.756873607635498,5.854429244995117,164
tones_disappointed_8turn,imp_dice_quadruple_sum17_prod120,1,assistant,-0.3074316382408142,-0.30860280990600586,2.199537754058838,-7.456723690032959,7.467557907104492,2548
tones_disappointed_8turn,imp_dice_quadruple_sum17_prod120,2,user,-0.8120203614234924,-0.8666076064109802,2.5956952571868896,-6.3506059646606445,5.854428768157959,178
tones_disappointed_8turn,imp_dice_quadruple_sum17_prod120,2,assistant,-0.18491458892822266,-0.18159973621368408,2.2110424041748047,-7.449084758758545,8.217623710632324,3698
tones_disappointed_8turn,imp_dice_quadruple_sum17_prod120,3,user,-0.68448406457901,-0.8330389857292175,2.572523832321167,-6.594385623931885,5.854429244995117,164
tones_disappointed_8turn,imp_dice_quadruple_sum17_prod120,3,assistant,-0.37360307574272156,-0.32127463817596436,2.20023775100708,-8.550159454345703,6.785166263580322,2565
tones_sarcastic_8turn,imp_countdown_156,0,user,-1.6331852674484253,-1.514312982559204,2.37176775932312,-8.140849113464355,4.95941686630249,159
tones_sarcastic_8turn,imp_countdown_156,0,assistant,-1.452328085899353,-1.3783551454544067,2.3382983207702637,-10.297161102294922,6.1441850662231445,2482
tones_sarcastic_8turn,imp_countdown_156,1,user,-1.5134327411651611,-1.4050555229187012,2.333026170730591,-7.761587619781494,4.988008975982666,151
tones_sarcastic_8turn,imp_countdown_156,1,assistant,-1.8425017595291138,-1.7248425483703613,2.2119429111480713,-9.313671112060547,5.6893744468688965,1510
tones_sarcastic_8turn,imp_countdown_156,2,user,-1.6270087957382202,-1.5324029922485352,2.4782400131225586,-8.582061767578125,4.939736366271973,147
tones_sarcastic_8turn,imp_countdown_156,2,assistant,-1.3317184448242188,-1.2554185390472412,2.1857879161834717,-9.09370231628418,5.780995845794678,1959
tones_sarcastic_8turn,imp_countdown_156,3,user,-1.549303650856018,-1.4137072563171387,2.3498663902282715,-6.997611045837402,4.95941686630249,151
tones_sarcastic_8turn,imp_countdown_156,3,assistant,-1.485135793685913,-1.4303725957870483,2.199087619781494,-10.467798233032227,5.897044658660889,2222
tones_sarcastic_8turn,imp_fraction_1_6_to_2_3,0,user,-1.246772289276123,-0.9938360452651978,2.6435394287109375,-7.210824489593506,6.123766899108887,150
tones_sarcastic_8turn,imp_fraction_1_6_to_2_3,0,assistant,-0.8605746626853943,-0.7965249419212341,2.3938963413238525,-8.612150192260742,8.117961883544922,1793
tones_sarcastic_8turn,imp_fraction_1_6_to_2_3,1,user,-1.2038878202438354,-1.0647363662719727,2.5627830028533936,-6.644001483917236,6.150301933288574,150
tones_sarcastic_8turn,imp_fraction_1_6_to_2_3,1,assistant,-0.28427356481552124,-0.11947786808013916,2.2123231887817383,-9.39879035949707,7.304840564727783,2208
tones_sarcastic_8turn,imp_fraction_1_6_to_2_3,2,user,-1.3525593280792236,-1.189537525177002,2.6398744583129883,-7.79787015914917,6.150301933288574,158
tones_sarcastic_8turn,imp_fraction_1_6_to_2_3,2,assistant,-0.5559782981872559,-0.44351065158843994,2.1906440258026123,-6.985769748687744,6.452186584472656,2382
tones_sarcastic_8turn,imp_fraction_1_6_to_2_3,3,user,-1.1049169301986694,-0.9164344668388367,2.5778770446777344,-6.575240612030029,6.164196491241455,150
tones_sarcastic_8turn,imp_fraction_1_6_to_2_3,3,assistant,-0.44278696179389954,-0.33134204149246216,2.2053799629211426,-6.583117485046387,6.376262664794922,1583
tones_sarcastic_8turn,imp_money_57_six_coins,0,user,-1.2718390226364136,-1.1508986949920654,2.585038900375366,-7.454574108123779,5.919655799865723,147
tones_sarcastic_8turn,imp_money_57_six_coins,0,assistant,0.19976244866847992,0.30412083864212036,2.3404316902160645,-8.346195220947266,8.742029190063477,2761
tones_sarcastic_8turn,imp_money_57_six_coins,1,user,-0.9950615167617798,-0.8403781056404114,2.4825892448425293,-7.799691677093506,5.919655799865723,139
tones_sarcastic_8turn,imp_money_57_six_coins,1,assistant,0.10716253519058228,0.1889074444770813,2.3046586513519287,-8.409215927124023,7.32684850692749,1982
tones_sarcastic_8turn,imp_money_57_six_coins,2,user,-1.167672872543335,-0.9458329081535339,2.583904981613159,-7.400643825531006,5.919655799865723,147
